46069,872,34,0
46785,908,34,0
47638,956,34,0
48104,980,34,0
49131,1031,34,0
49958,1073,34,0
50352,1092,34,0
50654,1110,34,0
87,331,35,0
674,370,35,0
806,376,35,0
4523,570,35,0
6064,655,35,0
8088,764,35,0
9449,835,35,0
11492,945,35,0
14129,1080,35,0
15205,1145,35,0
15977,1185,35,0
16389,1215,35,0
17282,1310,35,0
17703,331,35,0
18298,370,35,0
18428,376,35,0
22241,570,35,0
23842,655,35,0
25955,764,35,0
27341,835,35,0
29420,945,35,0
33193,1145,35,0
33979,1185,35,0
34399,1215,35,0
35308,1310,35,0
35755,331,35,0
36350,370,35,0
36479,376,35,0
40308,570,35,0
41102,610,35,0
41913,655,35,0
44035,764,35,0
44366,780,35,0
45423,835,35,0
47505,945,35,0
50188,1080,35,0
51300,1145,35,0
52092,1185,35,0
52522,1215,35,0
53300,1295,35,1
53439,1310,35,0
53873,331,35,0
29,300,36,1
44,317,36,0
1152,394,36,0
2361,456,36,0
4439,569,36,0
6455,675,36,0
8670,795,36,0
11196,930,36,0
11235,932,36,0
15206,1145,36,0
16130,1196,36,0
16991,1275,36,1
17159,1297,36,1
17248,1306,36,0
17646,300,36,0
17659,317,36,0
18775,394,36,0
20001,456,36,0
22154,569,36,1
24247,675,36,1
26542,795,36,0
29121,930,36,0
29158,932,36,0
33194,1145,36,0
34137,1196,36,0
35011,1275,36,0
35181,1297,36,0
35273,1306,36,0
35696,300,36,0
35710,317,36,0
36828,394,36,0
38059,456,36,0
40221,569,36,0
42319,675,36,0
44627,795,36,0
47210,930,36,0
47247,932,36,1
51301,1145,36,0
51641,1163,36,0
52251,1196,36,0
53139,1275,36,1
53311,1297,36,0
53404,1306,36,0
53843,317,36,0
2284,454,37,0
2761,480,37,0
2877,485,37,0
3194,504,37,0
3565,520,37,0
3878,535,37,0
4038,540,37,0
4662,580,37,0
5140,605,37,0
5240,610,37,0
5955,650,37,1
6323,669,37,0
6349,670,37,0
6974,702,37,0
7112,710,37,0
7236,716,37,0
9371,830,37,0
9724,853,37,0
10381,886,37,0
10919,915,37,0
11319,936,37,1
11858,966,37,0
12180,985,37,0
12406,995,37,0
12635,1008,37,0
13285,1040,37,0
13347,1045,37,0
13637,1058,37,0
13934,1075,37,0
14891,1130,37,0
14980,1135,37,0
15667,1170,37,0
16336,1210,37,0
16685,1240,37,1
16933,1267,37,0
17191,1300,37,0
19918,454,37,0
20413,480,37,0
20534,485,37,0
20865,504,37,0
21252,520,37,0
21567,535,37,0
21733,540,37,0
22385,580,37,0
22882,605,37,0
22992,610,37,0
23728,650,37,0
24109,669,37,0
24137,670,37,0
24798,702,37,0
24938,710,37,1
25068,716,37,0
27258,830,37,0
27620,853,37,0
28295,886,37,0
28782,910,37,0
28841,915,37,1
29243,936,37,1
29788,966,37,1
30118,985,37,0
30346,995,37,0
30582,1008,37,0
31242,1040,37,0
31306,1045,37,1
31597,1058,37,1
31901,1075,37,0
32871,1130,37,0
32965,1135,37,0
33664,1170,37,0
34346,1210,37,0
34702,1240,37,0
34952,1267,37,1
35213,1300,37,0
37976,454,37,0
38472,480,37,0
38595,485,37,0
38925,504,37,0
39315,520,37,0
39635,535,37,0
39800,540,37,0
40451,580,37,0
40951,605,37,0
41061,610,37,0
41797,650,37,0
42178,669,37,0
42208,670,37,0
42873,702,37,1
43015,710,37,0
43146,716,37,0
43905,755,37,0
45339,830,37,0
45701,853,37,0
46373,886,37,0
46862,910,37,0
46922,915,37,0
47330,936,37,1
47872,966,37,0
48204,985,37,1
48427,995,37,0
48666,1008,37,0
49041,1027,37,0
49333,1040,37,0
49397,1045,37,0
49569,1051,37,1
49686,1058,37,1
49992,1075,37,0
50979,1130,37,0
51072,1135,37,0
51768,1170,37,0
52467,1210,37,0
52829,1240,37,0
53079,1267,37,0
53344,1300,37,0
174,352,38,0
5057,600,38,0
5837,644,38,0
6391,671,38,0
6487,676,38,0
7687,740,38,0
8010,759,38,0
8430,783,38,1
8569,790,38,1
9656,847,38,1
10132,875,38,0
17010,1280,38,0
17576,1401,38,0
17789,352,38,0
22793,600,38,0
23609,644,38,0
24181,671,38,0
24282,676,38,1
25539,740,38,0
25878,759,38,1
26299,783,38,0
26443,790,38,1
27552,847,38,0
28038,875,38,1
35029,1280,38,0
35309,1310,38,0
35619,1401,38,0
35840,352,38,0
40861,600,38,0
41677,644,38,0
42252,671,38,0
42354,676,38,0
43619,740,38,0
43958,759,38,0
44383,783,38,1
44529,790,38,0
45632,847,38,1
46116,875,38,1
53158,1280,38,0
53754,1401,38,1
3637,525,39,1
8835,805,39,0
9184,821,39,1
9857,860,39,0
10699,902,39,0
13295,1041,39,0
14794,1125,39,0
15721,1172,39,0
21325,525,39,1
26706,805,39,0
27063,821,39,0
27759,860,39,1
28616,902,39,1
31251,1041,39,1
32770,1125,39,0
33719,1172,39,0
39389,525,39,0
44788,805,39,0
45144,821,39,0
45840,860,39,0
46393,889,39,1
46692,902,39,0
49049,1028,39,0
50875,1125,39,1
51826,1172,39,1
403,360,40,1
2274,451,40,0
2408,460,40,0
2652,475,40,0
3262,505,40,0
4111,545,40,0
4267,557,40,0
4435,568,40,0
5043,600,40,0
5204,609,40,0
5566,628,40,0
5624,630,40,1
6361,670,40,0
6398,672,40,0
7067,705,40,0
7751,744,40,0
7786,745,40,0
8146,765,40,0
8512,785,40,0
8956,810,40,0
9596,844,40,1
9649,845,40,0
10097,874,40,0
10446,890,40,0
11819,965,40,1
12410,995,40,1
12475,1000,40,0
12796,1019,40,0
12996,1025,40,0
14274,1090,40,0
15714,1170,40,0
16042,1192,40,0
16082,1195,40,1
16385,1215,40,1
17090,1290,40,0
17551,1372,40,0
18015,360,40,0
19908,451,40,1
20047,460,40,0
20297,475,40,0
20938,505,40,0
21808,545,40,0
21970,557,40,0
22149,568,40,0
22780,600,40,0
22949,609,40,0
23325,628,40,1
23389,630,40,0
24148,670,40,1
24188,672,40,0
24893,705,40,0
25607,744,40,1
25646,745,40,0
26015,765,40,0
26384,785,40,0
26833,810,40,0
27489,844,40,1
27545,845,40,0
28003,874,40,1
28361,890,40,1
29749,965,40,1
30350,995,40,0
30416,1000,40,0
30746,1019,40,0
30948,1025,40,0
32244,1090,40,0
33711,1170,40,0
34047,1192,40,0
34089,1195,40,0
34395,1215,40,1
35109,1290,40,0
35587,1372,40,0
36066,360,40,1
37966,451,40,0
38105,460,40,0
38353,475,40,0
38999,505,40,0
39875,545,40,0
40037,557,40,1
40216,568,40,0
40848,600,40,0
41020,609,40,0
41396,628,40,0
41458,630,40,0
42219,670,40,1
42259,672,40,0
42968,705,40,0
43688,744,40,0
43725,745,40,1
44095,765,40,0
44471,785,40,0
44912,810,40,1
45571,844,40,0
45626,845,40,0
46083,874,40,1
46439,890,40,0
46961,915,40,0
47834,965,40,1
48052,975,40,0
48431,995,40,0
48498,1000,40,0
48833,1019,40,0
49033,1025,40,0
50340,1090,40,0
51817,1170,40,0
52158,1192,40,0
52201,1195,40,0
52518,1215,40,0
53239,1290,40,1
53720,1372,40,0
34,302,41,0
173,352,41,0
421,360,41,0
1769,425,41,1
7461,728,41,0
9255,825,41,0
11818,965,41,1
12232,987,41,1
14595,1110,41,0
15025,1137,41,0
17063,1290,41,1
17479,1353,41,0
17533,1365,41,0
17651,302,41,0
17788,352,41,0
18037,360,41,0
19393,425,41,1
25297,728,41,1
27139,825,41,1
29748,965,41,1
30171,987,41,0
32566,1110,41,1
33009,1137,41,1
35082,1290,41,0
35511,1353,41,0
35569,1365,41,0
35701,302,41,0
35839,352,41,0
36088,360,41,0
37456,425,41,0
43376,728,41,0
45219,825,41,0
47833,965,41,1
48257,987,41,0
50668,1110,41,1
51113,1137,41,0
53642,1353,41,1
53701,1365,41,0
53837,302,41,0
560,365,42,0
709,373,42,0
1730,423,42,0
1987,439,42,1
2273,451,42,0
3626,523,42,0
3744,526,42,0
4341,562,42,1
4985,598,42,0
5691,634,42,0
6888,698,42,0
6889,698,42,0
7197,715,42,1
7374,725,42,0
7469,729,42,0
8953,810,42,0
10268,881,42,0
10498,894,42,0
10867,911,42,1
11093,925,42,0
11629,958,42,0
12451,997,42,0
13111,1034,42,1
13294,1041,42,0
13467,1050,42,0
15039,1139,42,0
15101,1140,42,0
16249,1202,42,0
16274,1205,42,0
16739,1248,42,0
17289,1310,42,1
17402,1335,42,1
18180,365,42,0
18332,373,42,0
19351,423,42,0
19613,439,42,1
19907,451,42,0
21314,523,42,0
21431,526,42,0
22046,562,42,1
22717,598,42,0
23456,634,42,0
24705,698,42,0
24708,698,42,1
25028,715,42,0
25212,725,42,0
25306,729,42,0
26830,810,42,0
28178,881,42,0
28413,894,42,0
28787,911,42,0
29017,925,42,0
29557,958,42,0
30392,997,42,0
31067,1034,42,0
31250,1041,42,0
31426,1050,42,1
33024,1139,42,0
33088,1140,42,0
34257,1202,42,0
34284,1205,42,0
34757,1248,42,0
35315,1310,42,1
35429,1335,42,0
36232,365,42,1
36383,373,42,0
37414,423,42,0
37674,439,42,1
37965,451,42,0
39378,523,42,0
39498,526,42,0
40113,562,42,0
40714,595,42,0
40785,598,42,0
41525,634,42,1
42152,667,42,0
42782,698,42,0
42785,698,42,0
43105,715,42,0
43290,725,42,0
43385,729,42,0
44909,810,42,0
46257,881,42,0
46490,894,42,0
46867,911,42,0
47102,925,42,0
47645,958,42,0
48474,997,42,1
49155,1034,42,1
49341,1041,42,0
49514,1050,42,1
50275,1088,42,0
51127,1139,42,0
51193,1140,42,1
52376,1202,42,0
52405,1205,42,0
52884,1248,42,0
53448,1310,42,0
53560,1335,42,1
2050,442,43,0
2847,483,43,0
3041,495,43,0
4153,550,43,0
4546,574,43,0
4631,578,43,1
5113,604,43,0
5526,625,43,0
5570,628,43,1
6069,656,43,0
6674,687,43,0
7246,718,43,1
7638,737,43,0
8076,762,43,1
8302,776,43,0
8551,790,43,1
12045,977,43,0
12364,991,43,0
12925,1022,43,0
13812,1066,43,0
13817,1067,43,1
14935,1132,43,0
15759,1175,43,0
16039,1191,43,1
16892,1262,43,0
17487,1355,43,1
19680,442,43,0
20502,483,43,0
20710,495,43,1
21854,550,43,0
22265,574,43,1
22354,578,43,0
22852,604,43,1
23284,625,43,0
23329,628,43,0
23846,656,43,0
24482,687,43,0
25078,718,43,0
25488,737,43,0
25943,762,43,1
26174,776,43,1
26424,790,43,0
29979,977,43,1
30300,991,43,1
30875,1022,43,0
31056,1033,43,1
31772,1066,43,1
31779,1067,43,0
32916,1132,43,0
33758,1175,43,1
34044,1191,43,1
34912,1262,43,1
35518,1355,43,0
37742,442,43,1
38562,483,43,1
38768,495,43,1
39920,550,43,0
40332,574,43,1
40421,578,43,0
40921,604,43,1
41354,625,43,0
41400,628,43,0
41501,632,43,0
41918,656,43,0
42556,687,43,0
43156,718,43,1
43567,737,43,0
44023,762,43,0
44256,776,43,0
44510,790,43,0
48067,977,43,1
48384,991,43,1
48769,1015,43,0
48961,1022,43,1
49864,1066,43,1
49872,1067,43,0
51024,1132,43,0
51866,1175,43,0
52155,1191,43,0
53039,1262,43,0
53650,1355,43,1
35,302,44,0
306,360,44,0
420,360,44,1
1715,420,44,0
3580,520,44,1
4333,561,44,0
5668,631,44,1
7546,732,44,1
8072,761,44,1
8795,801,44,0
8809,804,44,0
9590,842,44,1
9719,851,44,1
10082,871,44,1
10280,884,44,0
11627,957,44,0
11862,966,44,0
11951,971,44,0
11995,975,44,0
14714,1118,44,0
14778,1122,44,0
15979,1186,44,0
16823,1256,44,0
17508,1361,44,1
17923,360,44,0
18036,360,44,1
19336,420,44,0
21267,520,44,0
22038,561,44,1
23432,631,44,1
25390,732,44,0
25939,761,44,0
26667,801,44,1
26681,804,44,0
27482,842,44,0
27615,851,44,0
27987,871,44,1
28193,884,44,1
29555,957,44,1
29792,966,44,0
29884,971,44,0
29928,975,44,0
32687,1118,44,0
32754,1122,44,0
33981,1186,44,0
34843,1256,44,0
35544,1361,44,0
35702,302,44,0
35974,360,44,0
36087,360,44,0
37399,420,44,0
39330,520,44,1
40107,561,44,1
41500,631,44,0
43468,732,44,0
44019,761,44,0
44749,801,44,0
44762,804,44,1
45563,842,44,0
45695,851,44,1
46068,871,44,1
46270,884,44,1
47643,957,44,1
47876,966,44,0
47969,971,44,0
48014,975,44,0
50795,1118,44,0
50861,1122,44,0
52094,1186,44,0
52971,1256,44,0
53676,1361,44,0
141,345,45,0
856,380,45,0
1054,390,45,1
1246,400,45,0
1399,410,45,0
2316,455,45,0
2411,460,45,0
2544,465,45,0
3348,510,45,0
3512,516,45,1
3746,526,45,0
3836,530,45,1
4582,575,45,1
4749,585,45,0
4807,589,45,1
5046,600,45,0
5182,606,45,1
5669,632,45,0
5922,648,45,0
5962,650,45,1
6433,675,45,0
6507,679,45,1
6594,682,45,1
6614,684,45,0
6737,690,45,1
6920,700,45,0
7190,715,45,0
7233,715,45,0
7371,724,45,0
7614,735,45,1
7728,741,45,0
8412,780,45,0
8557,790,45,0
8776,800,45,1
8972,810,45,0
9059,815,45,0
9253,825,45,1
9690,850,45,0
10032,870,45,0
10136,875,45,0
10174,876,45,0
10866,911,45,1
11368,940,45,0
11465,945,45,0
11466,945,45,0
11815,965,45,0
11971,974,45,0
12850,1020,45,0
12851,1020,45,0
12964,1025,45,0
13606,1055,45,1
13936,1075,45,0
14316,1095,45,0
14745,1120,45,0
14754,1120,45,1
15817,1177,45,1
15931,1185,45,0
16078,1195,45,0
16411,1215,45,1
16445,1220,45,0
16649,1240,45,1
16659,1240,45,0
16806,1255,45,0
17124,1295,45,0
17127,1295,45,1
17362,1325,45,0
17466,1350,45,0
17566,1380,45,0
17756,345,45,0
18479,380,45,0
18678,390,45,1
18867,400,45,0
19022,410,45,0
19953,455,45,0
20050,460,45,0
20187,465,45,0
21026,510,45,0
21198,516,45,0
21433,526,45,0
21523,530,45,0
22301,575,45,0
22473,585,45,0
22535,589,45,0
22783,600,45,0
22924,606,45,0
23433,632,45,0
23695,648,45,1
23735,650,45,1
24224,675,45,0
24302,679,45,0
24390,682,45,0
24409,684,45,0
24545,690,45,1
24742,700,45,0
25021,715,45,0
25065,715,45,0
25208,724,45,1
25460,735,45,1
25585,741,45,0
26283,780,45,0
26430,790,45,0
26648,800,45,1
26849,810,45,0
26936,815,45,0
27137,825,45,0
27585,850,45,0
27935,870,45,0
28042,875,45,0
28082,876,45,0
28786,911,45,0
29292,940,45,1
29393,945,45,0
29394,945,45,1
29745,965,45,1
29904,974,45,0
30799,1020,45,0
30800,1020,45,0
30916,1025,45,0
31566,1055,45,0
31903,1075,45,0
32288,1095,45,1
32721,1120,45,0
32730,1120,45,1
33816,1177,45,1
33933,1185,45,1
34085,1195,45,0
34421,1215,45,0
34455,1220,45,0
34666,1240,45,0
34676,1240,45,0
34826,1255,45,0
35143,1295,45,0
35146,1295,45,1
35388,1325,45,0
35498,1350,45,0
35606,1380,45,0
35808,345,45,1
36531,380,45,0
36729,390,45,0
36922,400,45,0
37078,410,45,1
38010,455,45,0
38108,460,45,0
38244,465,45,0
39087,510,45,0
39261,516,45,1
39500,526,45,0
39590,530,45,1
40368,575,45,1
40539,585,45,0
40602,589,45,0
40851,600,45,0
40994,606,45,1
41763,648,45,1
41804,650,45,1
42245,670,45,0
42296,675,45,0
42374,679,45,0
42464,682,45,1
42483,684,45,0
42617,690,45,0
42819,700,45,0
43098,715,45,0
43286,724,45,0
43539,735,45,1
43659,740,45,0
43666,741,45,0
44516,790,45,0
44730,800,45,1
44928,810,45,0
45015,815,45,0
45217,825,45,0
45665,850,45,0
46016,870,45,0
46120,875,45,0
46159,876,45,0
46866,911,45,0
47380,940,45,1
47477,945,45,0
47478,945,45,0
47830,965,45,0
47991,974,45,0
48885,1020,45,0
48886,1020,45,0
49001,1025,45,0
49655,1055,45,1
49994,1075,45,0
50387,1095,45,0
50827,1120,45,0
50836,1120,45,0
51925,1177,45,0
52046,1185,45,0
52197,1195,45,0
52543,1215,45,0
52577,1220,45,1
52790,1240,45,0
52800,1240,45,1
52955,1255,45,0
53272,1295,45,1
53275,1295,45,0
53519,1325,45,1
53629,1350,45,0
53739,1380,45,0
53916,345,45,0
90,334,46,0
1985,439,46,0
2278,452,46,0
3038,495,46,1
5286,611,46,0
5676,632,46,0
5961,650,46,0
6291,666,46,0
8976,810,46,0
9183,821,46,1
9308,830,46,0
10281,884,46,1
13109,1034,46,0
13115,1035,46,1
13694,1060,46,0
14071,1080,46,0
15722,1172,46,0
15980,1186,46,0
16669,1240,46,0
16889,1260,46,0
17097,1290,46,0
17194,1300,46,1
17706,334,46,0
19611,439,46,1
19912,452,46,0
20707,495,46,1
23039,611,46,0
23440,632,46,0
23734,650,46,1
24075,666,46,0
26853,810,46,1
27062,821,46,0
27195,830,46,0
28194,884,46,0
31065,1034,46,0
31071,1035,46,1
31654,1060,46,0
32040,1080,46,1
33720,1172,46,0
33982,1186,46,1
34686,1240,46,1
34909,1260,46,0
35116,1290,46,0
35216,1300,46,0
35758,334,46,0
37672,439,46,0
37970,452,46,0
38765,495,46,0
41110,611,46,0
41508,632,46,1
41803,650,46,0
42143,666,46,0
45026,815,46,0
45143,821,46,0
45276,830,46,0
46271,884,46,0
49153,1034,46,0
49159,1035,46,1
49744,1060,46,0
50128,1080,46,1
51827,1172,46,0
52095,1186,46,0
52810,1240,46,0
53036,1260,46,0
53245,1290,46,1
53347,1300,46,0
53874,333,46,0
108,340,47,0
808,377,47,0
1367,405,47,0
3418,512,47,0
4241,555,47,1
4242,555,47,0
4703,580,47,0
7022,705,47,1
7593,735,47,0
7925,753,47,0
7991,755,47,0
8882,807,47,0
9021,813,47,0
9252,825,47,0
9771,855,47,0
10798,910,47,1
11861,966,47,0
12126,982,47,1
12908,1020,47,0
13363,1045,47,0
14544,1109,47,0
14818,1125,47,0
15580,1165,47,1
15597,1165,47,1
15737,1175,47,0
16138,1198,47,0
16200,1200,47,1
16284,1205,47,0
16741,1249,47,0
16758,1250,47,1
16971,1270,47,0
17162,1298,47,0
17569,1386,47,0
17724,340,47,0
18430,377,47,0
18992,405,47,1
21100,512,47,1
21942,555,47,0
21943,555,47,1
22426,580,47,0
24848,705,47,1
25440,735,47,0
25791,753,47,0
25860,755,47,0
26754,807,47,0
26899,813,47,0
27136,825,47,0
27667,855,47,1
28715,910,47,1
29791,966,47,0
30062,982,47,1
30857,1020,47,0
31322,1045,47,0
32516,1109,47,0
32795,1125,47,0
33573,1165,47,0
33590,1165,47,0
33736,1175,47,0
34145,1198,47,0
34208,1200,47,0
34294,1205,47,0
34759,1249,47,1
34776,1250,47,0
34992,1270,47,0
35184,1298,47,0
35610,1386,47,1
35776,340,47,0
36481,377,47,0
37047,405,47,0
39162,512,47,0
40008,555,47,0
40009,555,47,1
40492,580,47,0
42923,705,47,0
43519,735,47,0
43870,753,47,1
43939,755,47,0
44836,807,47,0
44977,813,47,0
45216,825,47,1
45748,855,47,0
46792,910,47,1
47875,966,47,0
48147,982,47,1
48943,1020,47,0
49413,1045,47,0
50001,1075,47,0
50619,1109,47,0
50900,1125,47,0
51681,1165,47,1
51698,1165,47,0
51843,1175,47,0
52259,1198,47,0
52325,1200,47,0
52415,1205,47,0
52886,1249,47,1
52904,1250,47,1
53119,1270,47,0
53314,1298,47,0
53743,1386,47,0
192,360,48,0
423,360,48,0
424,360,48,0
532,362,48,0
670,370,48,0
706,372,48,0
2839,481,48,1
2854,484,48,0
3268,506,48,0
3362,510,48,0
4081,545,48,1
4804,588,48,1
5490,623,48,1
5838,644,48,0
6315,668,48,0
6598,682,48,1
6682,688,48,1
7539,731,48,0
8673,795,48,1
8946,810,48,0
10752,905,48,0
11499,947,48,0
11751,961,48,1
12363,991,48,0
13151,1035,48,1
14130,1081,48,0
14246,1090,48,0
14561,1110,48,0
15989,1189,48,0
16477,1221,48,1
17009,1280,48,0
17808,360,48,0
18038,360,48,0
18039,360,48,0
18152,362,48,0
18294,370,48,1
18330,372,48,1
20494,481,48,0
20509,484,48,1
20944,506,48,0
21041,510,48,0
21776,545,48,0
22532,588,48,0
23246,623,48,1
23610,644,48,1
24099,668,48,0
24394,682,48,0
24491,688,48,0
25382,731,48,1
26545,795,48,1
26822,810,48,0
28669,905,48,0
29427,947,48,0
29681,961,48,0
30301,991,48,1
31108,1035,48,0
32097,1081,48,0
32216,1090,48,1
32533,1110,48,0
33992,1189,48,1
34488,1221,48,0
35028,1280,48,1
35859,360,48,0
36089,360,48,0
36090,360,48,0
36204,362,48,0
36346,370,48,0
36381,372,48,1
38555,481,48,1
38569,484,48,0
39005,506,48,1
39102,510,48,0
39843,545,48,1
40599,588,48,0
41317,623,48,0
41678,644,48,1
42168,668,48,1
42468,682,48,1
42565,688,48,0
43460,731,48,1
44630,795,48,1
44902,810,48,0
46747,905,48,0
47512,947,48,0
47765,961,48,0
48385,991,48,0
49196,1035,48,0
50190,1081,48,0
50311,1090,48,1
50635,1110,48,1
52105,1189,48,1
52608,1221,48,0
53157,1280,48,1
37,305,49,0
181,355,49,0
862,380,49,0
892,383,49,0
977,388,49,0
981,389,49,0
1888,433,49,0
2991,494,49,1
3406,510,49,0
3798,530,49,0
3844,531,49,0
4041,541,49,0
4118,547,49,0
4487,570,49,0
4531,571,49,1
4628,577,49,0
5058,600,49,1
5500,625,49,1
5690,634,49,0
5910,646,49,0
6310,668,49,0
6401,673,49,0
6580,680,49,0
7509,730,49,0
7639,737,49,0
8229,771,49,0
8376,780,49,1
8510,785,49,1
8966,810,49,0
10334,885,49,0
10386,887,49,0
10696,902,49,0
11252,935,49,1
11550,950,49,0
11631,958,49,1
11959,972,49,0
12764,1015,49,0
13196,1036,49,1
13237,1040,49,0
13251,1040,49,0
13395,1046,49,0
14079,1080,49,1
14358,1095,49,1
14704,1116,49,0
14857,1130,49,1
15602,1166,49,0
15856,1180,49,0
16089,1195,49,0
16125,1195,49,0
16313,1205,49,0
16478,1221,49,0
16620,1235,49,1
16817,1255,49,1
16822,1256,49,0
17242,1305,49,0
17653,305,49,0
17798,355,49,0
18485,380,49,0
18517,383,49,0
18600,388,49,0
18604,389,49,0
19513,433,49,0
20657,494,49,0
21088,510,49,0
21532,531,49,1
21736,541,49,0
21814,547,49,0
22203,570,49,1
22250,571,49,0
22351,577,49,0
22794,600,49,0
23256,625,49,0
23455,634,49,1
23683,646,49,0
24094,668,49,0
24191,673,49,0
24376,680,49,0
25010,715,49,0
25350,730,49,1
25489,737,49,1
26099,771,49,0
26245,780,49,1
26382,785,49,0
26843,810,49,0
28249,885,49,0
28300,887,49,0
28613,902,49,0
29174,935,49,1
29478,950,49,0
29559,958,49,0
29892,972,49,1
30713,1015,49,0
31154,1036,49,0
31194,1040,49,0
31208,1040,49,1
31354,1046,49,0
32048,1080,49,1
32331,1095,49,0
32677,1116,49,0
32834,1130,49,0
33595,1166,49,0
33856,1180,49,0
34096,1195,49,0
34132,1195,49,0
34323,1205,49,0
34489,1221,49,0
34636,1235,49,0
34837,1255,49,0
34842,1256,49,0
35267,1305,49,1
35704,305,49,0
35849,355,49,0
36537,380,49,0
36569,383,49,0
36652,388,49,0
36656,389,49,0
37575,433,49,0
38717,494,49,0
39150,510,49,0
39552,530,49,0
39599,531,49,1
39803,541,49,0
39881,547,49,0
40269,570,49,0
40317,571,49,0
40418,577,49,0
40862,600,49,0
41327,625,49,0
41524,634,49,0
41751,646,49,0
42163,668,49,0
42262,673,49,0
42450,680,49,0
43088,715,49,0
43268,722,49,0
43429,730,49,0
43568,737,49,0
44181,771,49,1
44328,780,49,0
44468,785,49,0
44922,810,49,0
46326,885,49,0
46378,887,49,0
46689,902,49,1
47263,935,49,1
47563,950,49,0
47647,958,49,0
47976,972,49,1
48800,1015,49,0
49244,1036,49,0
49285,1040,49,0
49299,1040,49,0
49444,1046,49,1
50137,1080,49,0
50431,1095,49,0
50785,1116,49,0
50943,1130,49,0
51702,1166,49,1
51965,1180,49,0
